,Town,Region,Country,Town Code,Website,Phone,Postal Code,Mayor,Population,Area,Altitude,LAT,LONG,URL,Inhabitants/Km2
850,San José de Albán,Nariño,Colombia,52019,http://www.alban-narino.gov.co,+5727239126,521050,SAULO MORENO CERÓN,19367,83.0,1935,1.47252,-77.0811,https://www.municipio.com.co/municipio-san-jose-de-alban.html,233.3
851,San Lorenzo,Nariño,Colombia,52687,http://www.sanlorenzo-narino.gov.co,+5727265891,521549,Olmedo castillo gaviria,18430,267.0,2103,1.5,-77.217,https://www.municipio.com.co/municipio-san-lorenzo.html,69.0
852,Pupiales,Nariño,Colombia,52585,http://www.pupiales-narino.gov.co,+5727246095,524528,Fabio Will Gilberto Cardenas Revelo,18415,135.0,2970,0.872607,-77.6412,https://www.municipio.com.co/municipio-pupiales.html,136.4
853,Túquerres,Nariño,Colombia,52838,http://www.tuquerres-narino.gov.co,+5727280372,525537,Juan Fernando López Meneses,41205,227.0,3010,1.083,-77.617,https://www.municipio.com.co/municipio-tuquerres.html,181.5
854,La Cruz,Nariño,Colombia,52378,http://www.lacruz-narino.gov.co,+5727266109,521027,Jaime Alonso Bolaños Bolanos,17633,237.0,2361,1.6,-76.967,https://www.municipio.com.co/municipio-la-cruz.html,74.4
855,Guachucal,Nariño,Colombia,52317,http://www.guachucal-narino.gov.co,+5727778036,524580,Ana Lucia Inampues Toro,16627,159.0,3034,0.967,-77.733,https://www.municipio.com.co/municipio-guachucal.html,104.6
856,Samaniego,Nariño,Colombia,52678,http://www.samaniego-narino.gov.co,+5727228199,526048,Nixon Efrain Andrade Ibarra,49992,765.0,1515,1.33438,-77.5937,https://www.municipio.com.co/municipio-samaniego.html,65.3
857,Taminango,Nariño,Colombia,52786,http://www.taminango-narino.gov.co,+5727265763,521567,Miller Leonardo Urbano Ojeda,17354,245.0,1620,1.567,-77.283,https://www.municipio.com.co/municipio-taminango.html,70.8
858,Roberto Payán,Nariño,Colombia,52621,http://www.robertopayan-narino.gov.co,+5785215516,528038,Pedro Wisngton Angulo Q.,17286,1342.0,35,1.69632,-78.2443,https://www.municipio.com.co/municipio-roberto-payan.html,12.9
859,Santacruz,Nariño,Colombia,52699,http://www.santacruz-narino.gov.co,+5727752148,525578,Jose Alirio Zambrano Lopez,16869,555.0,2566,1.22162,-77.6761,https://www.municipio.com.co/municipio-santacruz.html,30.4
860,Nariño,Cundinamarca,Colombia,25483,http://www.narino-cundinamarca.gov.co,+5718341989,252837,Rolando Barragan Urquijo,2042,54.0,263,4.3981,-74.8272,https://www.municipio.com.co/municipio-narino-cun.html,37.8
861,Ricaurte,Nariño,Colombia,52612,http://www.ricaurte-narino.gov.co,+5727753437,525039,Eider Julian Martinez Rosero ,14669,2422.0,1169,1.21068,-77.9942,https://www.municipio.com.co/municipio-ricaurte-nar.html,6.1
862,Tumaco,Nariño,Colombia,52835000,http://www.tumaco-narino.gov.co,+5727271201,N/A,Víctor Arnulfo Gallo,161490,3778.0,3,1.8,-78.75,https://www.municipio.com.co/municipio-tumaco.html,42.7
863,Beltrán,Cundinamarca,Colombia,25086,http://www.beltran-cundinamarca.gov.co,+5782852008,253267,Julio Juzman,1908,211.0,231,4.80192,-74.7404,https://www.municipio.com.co/municipio-beltran.html,9.0
864,Ipiales,Nariño,Colombia,52356,http://www.ipiales-narino.gov.co,+5727734044,524068,Ricardo Romero Sanchez,109865,1707.0,2892,0.828752,-77.6426,https://www.municipio.com.co/municipio-ipiales.html,64.4
865,San Pablo,Nariño,Colombia,52693,http://www.sanpablo-narino.gov.co,+5727285297,521047,ricardo emiro gomez lasso,14932,108.0,1644,1.667,-77.017,https://www.municipio.com.co/municipio-san-pablo-nar.html,138.3
866,San Juan de Pasto,Nariño,Colombia,52001000,http://www.pasto.gov.co,+5727230147,520001,Harold Guerrero Lopez,462322,1131.0,2543,1.2,-77.267,https://www.municipio.com.co/municipio-san-juan-de-pasto.html,408.8
867,Córdoba,Nariño,Colombia,52215,http://www.cordoba-narino.gov.co,+5727261003,524001,Luis Leandro Jaramillo,13463,282.0,2881,0.85,-77.517,https://www.municipio.com.co/municipio-cordoba-nar.html,47.7
868,Mosquera,Nariño,Colombia,52473,http://www.mosquera-narino.gov.co,+5785662514,527588,Carlos Josue Gutierrez Cuero,11873,678.0,41,2.5085,-78.4513,https://www.municipio.com.co/municipio-mosquera-nar.html,17.5
869,Chachagüí,Nariño,Colombia,52240,http://chachagui-narino.gov.co,+5727328137,522001,Harol Mauricio Ibarra,11910,148.0,1912,1.367,-77.283,https://www.municipio.com.co/municipio-chachagui.html,80.5
870,Leiva,Nariño,Colombia,52405,http://www.leiva-narino.gov.co,+5727254895,527068,Cicerón Bolaños López,11825,316.0,1342,1.933,-77.3,https://www.municipio.com.co/municipio-leiva.html,37.4
871,Francisco Pizarro,Nariño,Colombia,52520,http://www.franciscopizarro-narino.gov.co,+5727277317,528568,Angelmiro Moreno Montaño,11183,956.0,6,2.01214,-78.6443,https://www.municipio.com.co/municipio-francisco-pizarro.html,11.7
872,Guaitarilla,Nariño,Colombia,52320,http://www.guaitarilla-narino.gov.co,+5727433272,525508,Dilson Johnfrey Martinez Pantoja,12764,131.0,3007,0.883,-77.7,https://www.municipio.com.co/municipio-guaitarilla.html,97.4
873,Policarpa,Nariño,Colombia,52540,http://www.policarpa-narino.gov.co,+5727265587,527009,Fabián Canamejoy,9798,467.0,1032,1.6279,-77.4589,https://www.municipio.com.co/municipio-policarpa.html,21.0
874,Potosí,Nariño,Colombia,52560,http://www.potosi-narino.gov.co,+5727263084,524037,Jairo Arley Chamorro Ger,13040,288.0,2914,0.8,-77.567,https://www.municipio.com.co/municipio-potosi.html,45.3
875,Providencia,Nariño,Colombia,52565,http://www.providencia-narino.gov.co,+5727496096,526020,Carlos Adalberto Yela Cuatín,11726,42.0,2223,1.251,-77.5968,https://www.municipio.com.co/municipio-providencia.html,279.2
876,Yacuanquer,Nariño,Colombia,52885,http://www.yacuanquer-narino.gov.co,+5727753083,523001,Libia Jaqueline Castillo Mora,10012,115.0,2700,1.117,-77.4,https://www.municipio.com.co/municipio-yacuanquer.html,87.1
877,El Rosario,Nariño,Colombia,52256,http://www.elrosario-narino.gov.co,+5727265459,527037,Lauro Nel Arturo Guerrero,11204,566.0,1600,1.74192,-77.3352,https://www.municipio.com.co/municipio-el-rosario.html,19.8
878,Linares,Nariño,Colombia,52411,http://www.linares-narino.gov.co,+5727287491,522508,Jose Hermes De La Cruz Lopez,11546,146.0,1479,1.34965,-77.5232,https://www.municipio.com.co/municipio-linares.html,79.1
879,Consacá,Nariño,Colombia,52207,http://www.consaca-narino.gov.co,+5727423294,522548,Ayde Marleny Patiño Rosero,10209,132.0,1663,1.20721,-77.4645,https://www.municipio.com.co/municipio-consaca.html,77.3
880,Magüí Payán,Nariño,Colombia,N/A,http://www.maguipayan-narino.gov.co,+5725215500,N/A,N/A,13831,1745.0,40,1.7644,-78.1817,https://www.municipio.com.co/municipio-magui.html,7.9
881,La Tola,Nariño,Colombia,52390,http://www.latola-narino.gov.co,+5727476050,527548,Jaime Anchico Sinisterra,8571,459.0,9,2.39972,-78.1895,https://www.municipio.com.co/municipio-la-tola.html,18.7
882,Santa Bárbara,Nariño,Colombia,52696,http://www.santabarbara-narino.gov.co,+5727466059,527507,Juan Gregorio Paredes Valencia,8615,1232.0,10,2.45015,-77.9803,https://www.municipio.com.co/municipio-santa-barbara-nar.html,7.0
883,El Tambo,Nariño,Colombia,52260,http://www.eltambo-narino.gov.co,+5727231544,522060,Saulo Ernéstor Pupiales Gómez,13799,282.0,2188,1.41091,-77.3934,https://www.municipio.com.co/municipio-el-tambo-nar.html,48.9
884,La Florida,Nariño,Colombia,52381,http://www.laflorida-narino.gov.co,+5727287678,522040,Libardo Edmundo Obando Gomez,11151,143.0,2180,1.29834,-77.4053,https://www.municipio.com.co/municipio-la-florida.html,78.0
885,Los Andes,Nariño,Colombia,52418,http://www.losandessotomayor-narino.gov.co,+5727287817,526528,Paul Efrén López Ortega,14870,907.0,1141,1.517,-77.5,https://www.municipio.com.co/municipio-los-andes.html,16.4
886,Tangua,Nariño,Colombia,52788,http://www.tangua-narino.gov.co,+5727753030,523508,Carlos Emilio Guerrero Guerrero,10672,239.0,2400,1.0953,-77.3951,https://www.municipio.com.co/municipio-tangua.html,44.7
887,Colón,Nariño,Colombia,52203,http://www.colongenova-narino.gov.co,+5727264632,521067,Miller Eloy Muñoz Muñoz,9672,63.0,1936,1.64223,-77.019,https://www.municipio.com.co/municipio-colon-nar.html,153.5
888,Ospina,Nariño,Colombia,52506,http://www.ospina-narino.gov.co,+5727752304,523047,JORGE ARMANDO NARVAEZ,8233,66.0,2728,1.067,-77.567,https://www.municipio.com.co/municipio-ospina.html,124.7
889,Mallama,Nariño,Colombia,52435,http://www.mallama-narino.gov.co,+5727265258,525060,Luis Eduardo Mora,8317,531.0,1809,1.14018,-77.8642,https://www.municipio.com.co/municipio-mallama.html,15.7
890,El Tablón de Gómez,Nariño,Colombia,52258,http://www.eltablondegomez-narino.gov.co,+5727265849,520539,Sandro José Bolaños Delgado,13890,255.0,1585,1.42576,-77.0973,https://www.municipio.com.co/municipio-el-tablon-de-gomez.html,54.5
891,San Bernardo,Nariño,Colombia,52685,http://www.sanbernardo-narino.gov.co,+5727264745,521007,Maria Eugenia Coronel Bolaños,14487,70.0,1993,1.51559,-77.0453,https://www.municipio.com.co/municipio-san-bernardo-nar.html,207.0
892,Puerres,Nariño,Colombia,52573,http://www.puerres-narino.gov.co,+5727242157,523548,Jose Enrique Chaves Figueroa,8850,359.0,2821,0.883,-77.5,https://www.municipio.com.co/municipio-puerres.html,24.7
893,Cuaspud,Nariño,Colombia,52224,http://www.cuaspud-narino.gov.co,+5727752454,524560,N/A,8108,48.0,3050,0.867,-77.733,https://www.municipio.com.co/municipio-cuaspud.html,168.9
894,Ancuyá,Nariño,Colombia,52036,http://www.ancuya-narino.gov.co,+5727287372,526007,Diego Nixon Ortiz Lopez,8304,73.0,1358,1.26315,-77.5137,https://www.municipio.com.co/municipio-ancuya.html,113.8
895,Iles,Nariño,Colombia,52352,http://www.iles-narino.gov.co,+5727752664,523060,Luis Jesús Pantoja Unigarro,7867,82.0,2950,0.967,-77.517,https://www.municipio.com.co/municipio-iles.html,95.9
896,San Marcos,Sucre,Colombia,70708,http://www.sanmarcos-sucre.gov.co,+5747754050,704038,Arnulfo MIguel Ortega Lopez,50336,1012.0,25,8.667,-75.133,https://www.municipio.com.co/municipio-san-marcos.html,49.7
897,Sampués,Sucre,Colombia,70670,http://www.sampues-sucre.gov.co,+5752838994,705079,Victor Ubaldo Hernandez Montes,36090,209.0,160,9.183,-75.383,https://www.municipio.com.co/municipio-sampues.html,172.7
898,Cumbitara,Nariño,Colombia,52233,http://www.cumbitara-narino.gov.co,+5727265543,526568,Carlos Eliécer Rodríguez Guevara,6142,365.0,1773,1.6548,-77.5842,https://www.municipio.com.co/municipio-cumbitara.html,16.8
899,Nariño,Nariño,Colombia,52480,http://www.narino-narino.gov.co,+5727231578,522020,Alvaro Gabriel Córdoba Vallejo,4210,50.0,2493,1.283,-77.367,https://www.municipio.com.co/municipio-narino-nar.html,84.2
900,San Pedro de Cartago,Nariño,Colombia,52694,http://www.sanpedrodecartago-narino.gov.co,+5727254791,521507,Armando Burbano Chicaiza,7047,60.0,2073,1.55077,-77.1189,https://www.municipio.com.co/municipio-san-pedro-de-cartago.html,117.4
901,Majagual,Sucre,Colombia,70429,http://www.majagual-sucre.gov.co,+5752871045,703057,Luis Benito Gomez Martinez,31213,959.0,25,8.53587,-74.6563,https://www.municipio.com.co/municipio-majagual.html,32.5
902,Contadero,Nariño,Colombia,52210,http://www.contadero-narino.gov.co,+5727752840,523080,Luis Hernán Ibarra Narváez,6639,45.0,2566,0.907707,-77.5482,https://www.municipio.com.co/municipio-contadero.html,147.5
903,Sapuyes,Nariño,Colombia,52720,http://www.sapuyes-narino.gov.co,+5727752376,525557,Carlos Alberto Lima Rodriguez,7369,133.0,3011,1.03575,-77.6203,https://www.municipio.com.co/municipio-sapuyes.html,55.4
904,Corozal,Sucre,Colombia,70215,http://www.corozal-sucre.gov.co,+5752840460,705030,Andres Rafael Vivero Leon,57300,272.0,143,9.31763,-75.2915,https://www.municipio.com.co/municipio-corozal.html,210.7
905,Arboleda,Nariño,Colombia,52051000,http://www.arboleda-narino.gov.co,+5727265808,N/A,Ciro Rafael Delgado Gaviria,7442,63.0,2215,1.5,-77.133,https://www.municipio.com.co/municipio-arboleda.html,118.1
906,Sincelejo,Sucre,Colombia,70001,http://www.sincelejo-sucre.gov.co,+5752826164,700017,Jacobo Quessep Espinosa,236780,292.0,197,9.3,-75.4,https://www.municipio.com.co/municipio-sincelejo.html,810.9
907,La Llanada,Nariño,Colombia,52385,http://www.lallanada-narino.gov.co,+5727287738,526501,Doralba Carmen Bastidas Arteaga,3694,265.0,2300,1.47329,-77.5801,https://www.municipio.com.co/municipio-la-llanada.html,13.9
908,San Onofre,Sucre,Colombia,70713,http://www.sanonofre-sucre.gov.co,+5752983235,707018,Nelson de Jesús Pineda,45672,1089.0,17,9.733,-75.533,https://www.municipio.com.co/municipio-san-onofre.html,41.9
909,Gualmatán,Nariño,Colombia,52323,http://www.gualmatan-narino.gov.co,+5727790021,524501,Oscar Ivan Dorado Rodriguez,5656,35.0,2887,0.917,-77.567,https://www.municipio.com.co/municipio-gualmatan.html,161.6
910,Sincé,Sucre,Colombia,70742000,http://www.since-sucre.gov.co,+5752895387,N/A,Mara Merlano,30406,487.0,137,9.25,-75.15,https://www.municipio.com.co/municipio-since.html,62.4
911,Funes,Nariño,Colombia,52287,http://www.funes-narino.gov.co,+5727206314,523528,Luis Armando Delgado Sánchez,6687,407.0,2281,1,-77.45,https://www.municipio.com.co/municipio-funes.html,16.4
912,Aldana,Nariño,Colombia,52022,http://www.aldana-narino.gov.co,+5727777276,524547,Hernando Efrain Cuasmayan Tutal,6780,65.0,3007,0.883,-77.7,https://www.municipio.com.co/municipio-aldana.html,104.3
913,Imués,Nariño,Colombia,52354,http://www.imues-narino.gov.co,+573146655687,523020,Sandra Mireya Perez Mora,7387,86.0,2560,1.0548,-77.4959,https://www.municipio.com.co/municipio-imues.html,85.9
914,Santiago de Tolú,Sucre,Colombia,70820,http://www.santiagodetolu-sucre.gov.co,+5752886194,706010,Ariel Alvarado Montes,27957,282.0,3,9.533,-75.583,https://www.municipio.com.co/municipio-santiago-de-tolu.html,99.1
915,El Peñol,Nariño,Colombia,52254,http://www.elpenol-narino.gov.co,+5727265423,522080,Jorge Fernando España Jurado,6683,121.0,1579,1.45484,-77.4399,https://www.municipio.com.co/municipio-el-penol-nar.html,55.2
916,Belén,Nariño,Colombia,52083,http://www.belen-narino.gov.co,+5727440783,521087,Helder Anacona Ordoñez,4925,48.0,2434,1.59624,-77.0145,https://www.municipio.com.co/municipio-belen-nar.html,102.6
917,Ovejas,Sucre,Colombia,70508,http://www.ovejas-sucre.gov.co,+5752869086,701030,Mauricio Gabriel Garcia Cohen,20551,453.0,265,9.52491,-75.23,https://www.municipio.com.co/municipio-ovejas.html,45.4
918,Galeras,Sucre,Colombia,70235,http://www.galeras-sucre.gov.co,+5752893020,702050,Jose Manuel Gamarra Navarro,17251,304.0,80,9.167,-75.05,https://www.municipio.com.co/municipio-galeras.html,56.7
919,San Benito Abad,Sucre,Colombia,70678,http://www.sanbenitoabad-sucre.gov.co,+5752930004,703017,Manuel Cadrazco,22579,1592.0,25,8.933,-75.033,https://www.municipio.com.co/municipio-san-benito-abad.html,14.2
920,Sucre,Sucre,Colombia,70771,http://www.sucre-sucre.gov.co,+5752879029,703037,Ever Martinez Garcia,21716,1130.0,18,8.817,-74.717,https://www.municipio.com.co/municipio-sucre-suc.html,19.2
921,Los Palmitos,Sucre,Colombia,70418,http://www.lospalmitos-sucre.gov.co,+5752922188,701058,Carmen Berena Gómez Mendoza,18344,211.0,164,9.383,-75.267,https://www.municipio.com.co/municipio-los-palmitos.html,86.9
922,Palmito,Sucre,Colombia,70523,http://www.sanantoniodepalmito-sucre.gov.co,+5752822784,706030,Alcides Perez Barrios,11432,174.0,24,9.33119,-75.5434,https://www.municipio.com.co/municipio-palmito.html,65.7
923,San Pedro,Sucre,Colombia,70717,http://www.sanpedro-sucre.gov.co,+5752894003,702010,Jesús García Piña,16211,223.0,135,9.39826,-75.0635,https://www.municipio.com.co/municipio-san-pedro-suc.html,72.7
924,Tolú Viejo,Sucre,Colombia,70823,http://www.toluviejo-sucre.gov.co,+5752884487,707050,MARTA CECILIA TOUS ROMERO,18587,280.0,88,9.45,-75.433,https://www.municipio.com.co/municipio-toluviejo.html,66.4
925,Guaranda,Sucre,Colombia,70265,http://www.guaranda-sucre.gov.co,+5752911001,703077,Pablo Rivas Espitia,15080,354.0,21,8.4677,-74.5361,https://www.municipio.com.co/municipio-guaranda.html,42.6
926,Morroa,Sucre,Colombia,70473,http://www.morroa-sucre.gov.co,+5752857451,701070,Tonio Francisco Olmos Romero,12784,168.0,160,9.33457,-75.3058,https://www.municipio.com.co/municipio-morroa.html,76.1
927,Caimito,Sucre,Colombia,70124,http://www.caimito-sucre.gov.co,+5752904098,704017,Lazaro Pinto Herrera,10960,436.0,25,8.79008,-75.1156,https://www.municipio.com.co/municipio-caimito.html,25.1
928,San Juan de Betulia,Sucre,Colombia,70702,http://www.betulia-santander.gov.co,+5752840660,705010,María Bernarda Hoyos Angulo,12215,168.0,116,9.27156,-75.2416,https://www.municipio.com.co/municipio-san-juan-de-betulia.html,72.7
929,Coveñas,Sucre,Colombia,70221,http://www.covenas-sucre.gov.co,+5752880528,706050,Rafael Ospina Toscano,11270,56.0,8,9.40131,-75.6811,https://www.municipio.com.co/municipio-covenas.html,201.2
930,Mitú,Vaupés,Colombia,97001,http://www.mitu-vaupes.gov.co,+5785642072,970001,Carlos Iván Ramiro Meléndez Moreno,16980,16455.0,175,1.25509,-70.235,https://www.municipio.com.co/municipio-mitu.html,1.0
931,El Roble,Sucre,Colombia,70233,http://www.elroble-sucre.gov.co,+5752810721,705058,Fernando Manuel Vergara Ortega,8469,201.0,88,9.10218,-75.1958,https://www.municipio.com.co/municipio-el-roble.html,42.1
932,Palmira,Valle Del Cauca,Colombia,76520,http://www.palmira.gov.co,+5722709500,763539,Oscar Eduardo Escobar,278358,1044.0,1001,3.517,-76.3,https://www.municipio.com.co/municipio-palmira.html,266.6
933,Buenavista,Sucre,Colombia,70110,http://www.buenavista-sucre.gov.co,+5752901103,702030,Salvador Francisco Serpa Teheran,8898,124.0,87,9.317,-74.967,https://www.municipio.com.co/municipio-buenavista-suc.html,71.8
934,La Unión,Sucre,Colombia,70400,http://www.launion-sucre.gov.co,+5752919140,704057,Ángel Ivan Contreras Nieto,10279,234.0,51,8.85709,-75.2775,https://www.municipio.com.co/municipio-la-union-suc.html,43.9
935,Chalán,Sucre,Colombia,70230,http://www.chalan-sucre.gov.co,+5752825802,701010,Jaider Antonio Huertas Barreto,3870,80.0,335,9.55,-75.317,https://www.municipio.com.co/municipio-chalan.html,48.4
936,Tuluá,Valle Del Cauca,Colombia,76834,http://www.tulua.gov.co,+5722261634,763023,Gustavo Adolfo Velez Roman,183236,818.0,973,4.083,-76.2,https://www.municipio.com.co/municipio-tulua.html,224.0
937,Colosó,Sucre,Colombia,70204,http://www.coloso-sucre.gov.co,+5752824632,707037,Dager Manrrique Paternina Alquerque,6013,127.0,133,9.5,-75.35,https://www.municipio.com.co/municipio-coloso.html,47.3
938,Cartago,Valle Del Cauca,Colombia,76147,http://www.cartago.gov.co,+5722125761,762022,Carlos Andres Londoño Zabala,121741,260.0,917,4.69791,-75.9276,https://www.municipio.com.co/municipio-cartago.html,468.2
939,Buga,Valle Del Cauca,Colombia,76111000,http://www.guadalajaradebuga-valle.gov.co,+5722280360,N/A,Julián Adolfo Rojas Monsalve,111487,873.0,969,3.9,-76.3,https://www.municipio.com.co/municipio-buga.html,127.7
940,Jamundí,Valle Del Cauca,Colombia,76364,http://www.jamundi-valle.gov.co,+5725166206,764008,Andres Felipe Ramirez,93556,603.0,975,3.26289,-76.5384,https://www.municipio.com.co/municipio-jamundi.html,155.2
941,Yumbo,Valle Del Cauca,Colombia,76892,http://www.yumbo.gov.co,+5726516600,760501,Carlos Alberto Bejarano Castillo,90642,243.0,995,3.58058,-76.4948,https://www.municipio.com.co/municipio-yumbo.html,373.0
942,Candelaria,Valle Del Cauca,Colombia,76130,http://www.candelaria-valle.gov.co,+5722646344,763570,Yonk Jairo Torres,68820,303.0,975,3.40684,-76.3478,https://www.municipio.com.co/municipio-candelaria-vac.html,227.1
943,Florida,Valle Del Cauca,Colombia,76275,http://www.florida-valle.gov.co,+5722644696,763568,Alexánder Orozco Hurtado,54626,413.0,1073,3.32322,-76.2328,https://www.municipio.com.co/municipio-florida.html,132.3
944,Bugalagrande,Valle Del Cauca,Colombia,76113,http://www.bugalagrande-valle.gov.co,+5722236315,763007,Jorge Eliecer Rojas,20990,429.0,950,4.21169,-76.1568,https://www.municipio.com.co/municipio-bugalagrande.html,48.9
945,El Cerrito,Valle Del Cauca,Colombia,76248,http://www.elcerrito-valle.gov.co,+5722567051,763528,Reynaldo García Burgos,53244,456.0,987,3.68483,-76.3134,https://www.municipio.com.co/municipio-el-cerrito.html,116.8
946,Cumaribo,Vichada,Colombia,99773,http://cumaribo-vichada.gov.co,+5785225655,991037,Hermenegildo Beltran Sosa,23990,65674.0,114,4.433,-69.8,https://www.municipio.com.co/municipio-cumaribo.html,0.4
947,Pradera,Valle Del Cauca,Colombia,76563,http://www.pradera-valle.gov.co,+5722672653,763558,Justino Sinisterra Sinisterra,47755,369.0,1031,3.41918,-76.2428,https://www.municipio.com.co/municipio-pradera.html,129.4
948,Sevilla,Valle Del Cauca,Colombia,76736,http://www.sevilla-valle.gov.co,+5722197895,762537,Freddy Omar Osorio Ramírez,41632,639.0,1612,4.267,-75.933,https://www.municipio.com.co/municipio-sevilla.html,65.2
949,Zarzal,Valle Del Cauca,Colombia,76895,http://www.zarzal-valle.gov.co,+5722206090,762528,Luz Elena Lopez,40041,371.0,903,4.4,-76.083,https://www.municipio.com.co/municipio-zarzal.html,107.9
950,Roldanillo,Valle Del Cauca,Colombia,76622,http://www.roldanillo-valle.gov.co,+5722298200,761550,Jorge Mario Escarria,33697,209.0,925,4.4,-76.15,https://www.municipio.com.co/municipio-roldanillo.html,161.2
951,La Unión,Valle Del Cauca,Colombia,76400,http://www.launion-valle.gov.co,+5722293141,761547,Alexandra Arias Porras,31123,121.0,940,4.533,-76.1,https://www.municipio.com.co/municipio-la-union-vac.html,257.2
952,Guacarí,Valle Del Cauca,Colombia,76318,http://www.guacari-valle.gov.co,+5722531178,763508,Oscar Hernan Sanclemente Toro,31055,166.0,966,3.767,-76.333,https://www.municipio.com.co/municipio-guacari.html,187.1
953,Caicedonia,Valle Del Cauca,Colombia,76122,http://caicedonia-valle.gov.co,+5722164537,762540,Claudia Marcela González Hurtado,29808,165.0,1154,4.33323,-75.8283,https://www.municipio.com.co/municipio-caicedonia.html,180.7
954,Dagua,Valle Del Cauca,Colombia,76233,http://www.dagua-valle.gov.co,+572450200,760520,Ana Maria Sanclemente Jaramillo,34310,939.0,934,3.65,-76.683,https://www.municipio.com.co/municipio-dagua.html,36.5
955,Ginebra,Valle Del Cauca,Colombia,76306,http://www.ginebra-valle.gov.co,+5722561100,763510,Jhon Jairo Aragon Becerra,18808,275.0,1033,3.72457,-76.266,https://www.municipio.com.co/municipio-ginebra.html,68.4
956,Ansermanuevo,Valle Del Cauca,Colombia,76041,http://www.ansermanuevo-valle.gov.co,+5722052183,762010,Juan José Buitrago Valencia,19836,361.0,953,4.79576,-75.9956,https://www.municipio.com.co/municipio-ansermanuevo.html,54.9
957,Puerto Carreño,Vichada,Colombia,99001,http://www.puertocarreno-vichada.gov.co,+5785654128,990017,Jair Esteban Beltran,12897,12409.0,51,6.18493,-67.4894,https://www.municipio.com.co/municipio-puerto-carreno.html,1.0
958,Trujillo,Valle Del Cauca,Colombia,76828,http://www.trujillo-valle.gov.co,+5722267219,761027,Jose Luis Duque Castaño,18142,232.0,1317,4.217,-76.317,https://www.municipio.com.co/municipio-trujillo.html,78.2
959,Andalucía,Valle Del Cauca,Colombia,76036,http://www.andalucia-valle.gov.co,+5722235204,763017,Wilson Perez Garcia,17518,162.0,961,4.16701,-76.1662,https://www.municipio.com.co/municipio-andalucia.html,108.1
960,Pacoa,Vaupés,Colombia,97511,N/A,N/A,972008,Miguel Vargas,4459,14108.71,145,0.05373,-71.2235,https://www.municipio.com.co/corregimiento-departamental-pacoa.html,0.3
961,Papunaua,Vaupés,Colombia,97777,N/A,N/A,973047,N/A,879,59379.0,165,1.91024,-70.6085,https://www.municipio.com.co/municipio-papunaua.html,0.0
962,Cali,Valle Del Cauca,Colombia,76001,http://www.cali.gov.co,+5728982028,760046,Jorge Ivan Ospina,2075380,552.0,926,3.42158,-76.5205,https://www.municipio.com.co/municipio-cali.html,3759.7
963,Buenaventura,Valle Del Cauca,Colombia,76109,http://www.buenaventura.gov.co,+5722415477,764501,Eliecer Arboleda Torres,324207,6785.0,7,3.883,-77.067,https://www.municipio.com.co/municipio-buenaventura.html,47.8
964,Santa Rosalía,Vichada,Colombia,99624,https://www.santarosalia-vichada.gov.co/,+5785600121,995009,Kevin Palacios Tinjaca,3188,2018.0,113,5.117,-70.867,https://www.municipio.com.co/municipio-santa-rosalia.html,1.6
965,La Primavera,Vichada,Colombia,99524,http://laprimavera-vichada.gov.co,+5785225653,992008,Carlos Ramon Cuellar,4517,20141.0,100,5.483,-70.4,https://www.municipio.com.co/municipio-la-primavera.html,0.2
966,Taraira,Vaupés,Colombia,97666,http://taraira-vaupes.gov.co,+5785662043,972040,Ricaute Manrique Castañeda,1015,6619.0,131,-0.483,-69.667,https://www.municipio.com.co/municipio-taraira.html,0.2
967,Yavaraté,Vaupés,Colombia,97889,N/A,N/A,971008,Ricaute Manrique Castañeda,1269,3459.0,100,0.614879,-69.2081,https://www.municipio.com.co/corregimiento-departamental-yavarate.html,0.4
968,Riofrío,Valle Del Cauca,Colombia,76616,http://www.riofrio-valle.gov.co,+5722268112,761037,Robert Antonio Velasquez Beltran,15402,317.0,938,4.15588,-76.2872,https://www.municipio.com.co/municipio-riofrio.html,48.6
969,Carurú,Vaupés,Colombia,97161,http://www.caruru-vaupes.gov.co,+5785651525,973007,Norbey Marulanda Muñoz,641,6981.0,200,1.01575,-71.2996,https://www.municipio.com.co/municipio-caruru.html,0.1
970,Toro,Valle Del Cauca,Colombia,76823,http://www.toro-valle.gov.co,+5722210552,761527,Juan Carlos Escudero Bedoya,15395,194.0,928,4.6,-76.067,https://www.municipio.com.co/municipio-toro.html,79.4
971,Yotoco,Valle Del Cauca,Colombia,76890,http://www.yotoco-valle.gov.co,+576022524050,761040,JORGE HUMBERTO TASCÓN OSPINA,15155,390.0,952,3.867,-76.383,https://www.municipio.com.co/municipio-yotoco.html,38.9
972,Bolívar,Valle Del Cauca,Colombia,76100,http://www.bolivar-valle.gov.co,+5722224166,761007,Nodier Cardona,14827,815.0,919,4.333,-76.183,https://www.municipio.com.co/municipio-bolivar-vac.html,18.2
973,Darién,Valle Del Cauca,Colombia,76126000,http://www.calimaeldarien-valle.gov.co,+5722533117,N/A,Martín Alfonso Mejía,15111,930.0,1485,3.933,-76.483,https://www.municipio.com.co/municipio-darien.html,16.2
974,Obando,Valle Del Cauca,Colombia,76497,http://www.obando-valle.gov.co,+5722053123,762507,Nidya Lucero Ospina Lopez,14009,213.0,943,4.573,-75.9726,https://www.municipio.com.co/municipio-obando.html,65.8
